Season,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,HomeTeamxG,AwayTeamxG
2024,Southampton,Bournemouth,1,3,0.44,1.44
2024,West Ham,Brentford,0,1,1.19,1.02
2024,Crystal Palace,Everton,1,2,1.52,1.19
2024,Liverpool,Wolves,2,1,3.45,0.97
2024,Tottenham,Man United,1,0,1.64,1.27
2024,Aston Villa,Liverpool,2,2,2.23,2.6
2024,Leicester,Brentford,0,4,0.27,1.2
2024,Everton,Man United,2,2,1.44,0.98
2024,Arsenal,West Ham,0,1,3.16,0.55
2024,Bournemouth,Wolves,0,1,1.97,1.12
2024,Fulham,Crystal Palace,0,2,1.9,1.15
2024,Ipswich,Tottenham,1,4,0.6,1.0
2024,Southampton,Brighton,0,4,0.5,1.21
2024,Aston Villa,Chelsea,2,1,2.12,1.38
2024,Newcastle,Nott'm Forest,4,3,2.32,1.81
2024,Man City,Liverpool,0,2,2.83,3.77
2024,Brighton,Bournemouth,2,1,2.01,1.35
2024,Crystal Palace,Aston Villa,4,1,1.65,0.91
2024,Wolves,Fulham,1,2,1.29,1.06
2024,Chelsea,Southampton,4,0,2.83,0.22
2024,Brentford,Everton,1,1,1.91,1.07
2024,Man United,Ipswich,3,2,1.98,0.48
2024,Nott'm Forest,Arsenal,0,0,2.77,3.02
2024,Tottenham,Man City,0,1,1.83,2.34
2024,Liverpool,Newcastle,2,0,3.68,1.28
2024,West Ham,Leicester,2,0,1.15,0.85
2024,Nott'm Forest,Man City,1,0,2.11,1.72
2024,Brighton,Fulham,2,1,1.87,1.95
2024,Crystal Palace,Ipswich,1,0,2.12,0.57
2024,Liverpool,Southampton,3,1,3.87,0.28
2024,Brentford,Aston Villa,0,1,1.36,1.21
2024,Wolves,Everton,1,1,1.87,1.19
2024,Chelsea,Leicester,1,0,2.43,0.45
2024,Tottenham,Bournemouth,2,2,2.33,2.27
2024,Man United,Arsenal,1,1,2.15,2.68
2024,West Ham,Newcastle,0,1,1.36,1.42
2024,Everton,West Ham,1,1,2.13,0.59
2024,Ipswich,Nott'm Forest,2,4,0.82,1.32
2024,Man City,Brighton,2,2,2.56,1.22
2024,Southampton,Wolves,1,2,0.3,0.87
2024,Bournemouth,Brentford,1,2,1.94,1.85
2024,Arsenal,Chelsea,1,0,3.04,2.09
2024,Fulham,Tottenham,2,0,2.11,1.15
2024,Leicester,Man United,0,3,0.44,1.02
2024,Arsenal,Fulham,2,1,3.84,1.42
2024,Wolves,West Ham,1,0,1.13,1.17
2024,Nott'm Forest,Man United,1,0,1.74,1.34
2024,Bournemouth,Ipswich,1,2,2.27,0.48
2024,Brighton,Aston Villa,0,3,1.59,1.22
2024,Man City,Leicester,2,0,2.95,0.99
2024,Newcastle,Brentford,2,1,2.22,1.72
2024,Southampton,Crystal Palace,1,1,0.2,1.15
2024,Liverpool,Everton,1,0,3.53,0.97
2024,Chelsea,Tottenham,1,0,2.18,1.1
2024,Everton,Arsenal,1,1,1.71,2.67
2024,Crystal Palace,Brighton,2,1,0.9,0.77
2024,Ipswich,Wolves,1,2,0.53,1.22
2024,West Ham,Bournemouth,2,2,0.29,1.53
2024,Aston Villa,Nott'm Forest,2,1,1.73,2.19
2024,Brentford,Chelsea,0,0,1.82,2.14
2024,Fulham,Liverpool,3,2,1.74,2.09
2024,Tottenham,Southampton,3,1,1.93,0.48
2024,Man United,Man City,0,0,1.55,3.58
2024,Leicester,Newcastle,0,3,0.2,2.56
2024,Man City,Crystal Palace,5,2,2.66,1.45
2024,Brighton,Leicester,2,2,1.87,0.41
2024,Nott'm Forest,Everton,0,1,1.93,1.4
2024,Southampton,Aston Villa,0,3,0.2,1.8
2024,Arsenal,Brentford,1,1,3.28,1.17
2024,Chelsea,Ipswich,2,2,2.35,1.03
2024,Liverpool,West Ham,2,1,3.35,1.13
2024,Wolves,Tottenham,4,2,1.06,1.59
2024,Newcastle,Man United,4,1,2.68,1.75
2024,Bournemouth,Fulham,1,0,2.07,1.58
2024,Newcastle,Crystal Palace,5,0,2.48,1.8
2024,Brentford,Brighton,4,2,1.7,1.77
2024,Crystal Palace,Bournemouth,0,0,1.62,1.68
2024,Everton,Man City,0,2,1.64,2.3
2024,West Ham,Southampton,1,1,1.21,0.48
2024,Aston Villa,Newcastle,4,1,2.47,2.3
2024,Fulham,Chelsea,1,2,1.99,1.85
2024,Ipswich,Arsenal,0,4,0.43,3.07
2024,Man United,Wolves,0,1,1.68,1.57
2024,Leicester,Liverpool,0,1,0.48,2.75
2024,Tottenham,Nott'm Forest,1,2,1.09,1.56
2024,Man City,Aston Villa,2,1,3.11,1.37
2024,Arsenal,Crystal Palace,2,2,3.65,1.28
2024,Chelsea,Everton,1,0,2.63,0.89
2024,Brighton,West Ham,3,2,1.92,0.2
2024,Newcastle,Ipswich,3,0,2.38,0.2
2024,Southampton,Fulham,1,2,0.93,1.62
2024,Wolves,Leicester,3,0,1.48,1.09
2024,Bournemouth,Man United,1,1,1.8,1.71
2024,Liverpool,Tottenham,5,1,3.87,1.25
2024,Nott'm Forest,Brentford,0,2,2.53,1.18
2024,Man City,Wolves,1,0,2.47,0.84
2024,Aston Villa,Fulham,1,0,1.73,0.98
2024,Everton,Ipswich,2,2,2.04,0.5
2024,Leicester,Southampton,2,0,0.82,0.21
2024,Arsenal,Bournemouth,1,2,2.79,1.8
2024,Brentford,Man United,4,3,1.28,1.08
2024,Brighton,Newcastle,1,1,1.41,2.65
2024,West Ham,Tottenham,1,1,1.57,1.37
2024,Chelsea,Liverpool,3,1,2.95,2.54
2024,Crystal Palace,Nott'm Forest,1,1,1.88,1.77
2024,Fulham,Everton,1,3,1.78,1.73
2024,Ipswich,Brentford,0,1,1.0,1.66
2024,Southampton,Man City,0,0,0.2,1.87
2024,Wolves,Brighton,0,2,1.28,1.54
2024,Bournemouth,Aston Villa,0,1,1.73,2.38
2024,Newcastle,Chelsea,2,0,2.97,2.22
2024,Man United,West Ham,0,2,1.4,0.93
2024,Nott'm Forest,Leicester,2,2,1.79,0.58
2024,Tottenham,Crystal Palace,0,2,1.75,0.92
2024,Liverpool,Arsenal,2,2,3.66,2.69
2024,Aston Villa,Tottenham,2,0,1.25,1.03
2024,Chelsea,Man United,1,0,2.37,1.76
2024,Everton,Southampton,2,0,1.81,0.2
2024,West Ham,Nott'm Forest,1,2,1.42,1.16
2024,Brentford,Fulham,2,3,2.33,1.19
2024,Leicester,Ipswich,2,0,0.66,1.06
2024,Arsenal,Newcastle,1,0,2.97,1.46
2024,Brighton,Liverpool,3,2,1.68,3.2
2024,Crystal Palace,Wolves,4,2,1.16,0.2
2024,Man City,Bournemouth,3,1,2.6,1.9
2024,Bournemouth,Leicester,2,0,2.55,0.39
2024,Fulham,Man City,0,2,1.54,2.61
2024,Ipswich,West Ham,1,3,0.2,0.87
2024,Liverpool,Crystal Palace,1,1,3.61,1.51
2024,Man United,Aston Villa,2,0,1.2,1.55
2024,Newcastle,Everton,0,1,1.57,1.06
2024,Nott'm Forest,Chelsea,0,1,2.29,1.67
2024,Southampton,Arsenal,1,2,0.53,2.9
2024,Tottenham,Brighton,1,4,1.54,1.57
2024,Wolves,Brentford,1,1,0.98,1.49
2025,Liverpool,Bournemouth,4,2,2.1,1.27
2025,Aston Villa,Newcastle,0,0,2.33,1.49
2025,Brighton,Fulham,1,1,2.08,0.53
2025,Sunderland,West Ham,3,0,2.29,0.62
2025,Tottenham,Burnley,3,0,2.06,1.17
2025,Wolves,Man City,0,4,0.2,3.21
2025,Chelsea,Crystal Palace,0,0,2.78,1.22
2025,Nott'm Forest,Brentford,3,1,1.71,1.0
2025,Man United,Arsenal,0,1,1.67,4.26
2025,Leeds,Everton,1,0,0.89,1.08
2025,West Ham,Chelsea,1,5,1.03,2.19
2025,Man City,Tottenham,0,2,4.29,1.34
2025,Bournemouth,Wolves,1,0,0.98,0.44
2025,Brentford,Aston Villa,1,0,2.23,2.03
2025,Burnley,Sunderland,2,0,1.02,1.75
2025,Arsenal,Leeds,5,0,4.79,1.64
2025,Crystal Palace,Nott'm Forest,1,1,1.94,1.45
2025,Everton,Brighton,2,0,1.26,2.1
2025,Fulham,Man United,1,1,1.83,1.69
2025,Newcastle,Liverpool,2,3,1.85,1.43
2025,Chelsea,Fulham,2,0,3.3,1.3
2025,Man United,Burnley,3,2,1.18,0.36
2025,Sunderland,Brentford,2,1,1.82,1.4
2025,Tottenham,Bournemouth,0,1,1.89,1.64
2025,Wolves,Everton,2,3,0.2,1.27
2025,Leeds,Newcastle,0,0,0.67,1.68
2025,Brighton,Man City,2,1,1.8,3.61
2025,Nott'm Forest,West Ham,0,3,0.8,1.18
2025,Liverpool,Arsenal,1,0,2.25,4.39
2025,Aston Villa,Crystal Palace,0,3,2.49,1.7
2025,Arsenal,Nott'm Forest,3,0,4.98,1.18
2025,Bournemouth,Brighton,2,1,2.09,1.84
2025,Crystal Palace,Sunderland,0,0,1.61,1.64
2025,Everton,Aston Villa,0,0,1.07,2.23
2025,Fulham,Leeds,1,0,1.72,0.39
2025,Newcastle,Wolves,1,0,1.36,0.23
2025,West Ham,Tottenham,0,3,0.81,1.1
2025,Brentford,Chelsea,2,2,1.76,2.39
2025,Burnley,Liverpool,0,1,0.88,1.25
2025,Man City,Man United,3,0,4.69,2.07
2025,Liverpool,Everton,2,1,1.72,1.0
2025,Brighton,Tottenham,2,2,2.01,1.4
2025,Burnley,Nott'm Forest,1,1,0.89,1.14
2025,West Ham,Crystal Palace,1,2,0.25,1.95
2025,Wolves,Leeds,1,3,0.44,0.9
2025,Man United,Chelsea,2,1,1.84,2.29
2025,Fulham,Brentford,3,1,0.95,1.82
2025,Bournemouth,Newcastle,0,0,1.53,1.57
2025,Sunderland,Aston Villa,1,1,2.22,1.67
2025,Arsenal,Man City,1,1,5.0,3.37
2025,Brentford,Man United,3,1,1.92,0.75
2025,Chelsea,Brighton,1,3,2.84,1.26
2025,Crystal Palace,Liverpool,2,1,2.02,1.68
2025,Leeds,Bournemouth,2,2,1.06,0.96
2025,Man City,Burnley,5,1,4.29,0.44
2025,Nott'm Forest,Sunderland,0,1,1.4,1.38
2025,Tottenham,Wolves,1,1,0.89,0.2
2025,Aston Villa,Fulham,3,1,2.17,0.68
2025,Newcastle,Arsenal,1,2,1.33,4.22
2025,Everton,West Ham,1,1,1.98,0.84
2025,Bournemouth,Fulham,3,1,1.3,1.41
2025,Leeds,Tottenham,1,2,1.15,1.28
2025,Arsenal,West Ham,2,0,4.83,0.2
2025,Man United,Sunderland,2,0,1.73,1.56
2025,Chelsea,Liverpool,2,1,2.84,1.37
2025,Aston Villa,Burnley,2,1,2.2,0.97
2025,Everton,Crystal Palace,2,1,1.06,1.76
2025,Newcastle,Nott'm Forest,2,0,1.41,0.62
2025,Wolves,Brighton,1,1,0.2,1.29
2025,Brentford,Man City,0,1,1.96,3.64
2025,Nott'm Forest,Chelsea,0,3,1.45,2.49
2025,Brighton,Newcastle,2,1,1.45,1.3
2025,Burnley,Leeds,2,0,0.67,1.51
2025,Crystal Palace,Bournemouth,3,3,1.45,1.52
2025,Man City,Everton,2,0,4.64,1.86
2025,Sunderland,Wolves,2,0,1.74,0.58
2025,Fulham,Arsenal,0,1,2.36,3.97
2025,Tottenham,Aston Villa,1,2,1.37,1.37
2025,Liverpool,Man United,1,2,2.14,0.84
2025,West Ham,Brentford,0,2,0.79,1.45
2025,Leeds,West Ham,2,1,1.37,0.88
2025,Chelsea,Sunderland,1,2,2.96,1.96
2025,Newcastle,Fulham,2,1,1.43,1.01
2025,Man United,Brighton,4,2,1.6,1.76
2025,Brentford,Liverpool,3,2,1.94,1.67
2025,Arsenal,Crystal Palace,1,0,5.0,1.08
2025,Aston Villa,Man City,1,0,3.11,3.99
2025,Bournemouth,Nott'm Forest,2,0,1.77,1.51
2025,Wolves,Burnley,2,3,0.2,0.57
2025,Everton,Tottenham,0,3,1.26,1.78
2025,Brighton,Leeds,3,0,1.47,1.31
2025,Burnley,Arsenal,0,2,1.42,4.43
2025,Crystal Palace,Brentford,2,0,1.96,0.95
2025,Fulham,Wolves,3,0,1.26,0.77
2025,Nott'm Forest,Man United,2,2,1.38,1.48
2025,Tottenham,Chelsea,0,1,1.76,1.59
2025,Liverpool,Aston Villa,2,0,1.52,2.69
2025,West Ham,Newcastle,3,1,0.47,1.48
2025,Man City,Bournemouth,3,1,4.68,0.77
2025,Sunderland,Everton,1,1,1.95,1.54
2025,Tottenham,Man United,2,2,1.91,2.5
2025,Everton,Fulham,2,0,0.93,1.62
2025,West Ham,Burnley,3,2,0.86,1.02
2025,Sunderland,Arsenal,2,2,2.04,3.93
2025,Chelsea,Wolves,3,0,2.96,0.2
2025,Aston Villa,Bournemouth,4,0,2.74,1.31
2025,Brentford,Newcastle,3,1,1.84,1.78
2025,Crystal Palace,Brighton,0,0,1.99,1.52
2025,Nott'm Forest,Leeds,3,1,0.79,0.8
2025,Man City,Liverpool,3,0,4.74,2.01
2025,Burnley,Chelsea,0,2,0.86,2.32
2025,Bournemouth,West Ham,2,2,1.2,1.14
2025,Brighton,Brentford,2,1,2.07,1.98
2025,Fulham,Sunderland,1,0,1.25,1.38
2025,Liverpool,Nott'm Forest,0,3,1.97,1.11
2025,Wolves,Crystal Palace,0,2,0.33,1.19
2025,Newcastle,Man City,2,1,2.07,3.71
2025,Leeds,Aston Villa,1,2,0.99,2.5
2025,Arsenal,Tottenham,4,1,5.0,1.57
2025,Man United,Everton,0,1,1.9,1.41
2025,Brentford,Burnley,3,1,1.32,0.76
2025,Man City,Leeds,3,2,3.57,1.35
2025,Sunderland,Bournemouth,3,2,1.34,1.74
2025,Everton,Newcastle,1,4,1.4,1.34
2025,Tottenham,Fulham,1,2,1.69,1.15
2025,Crystal Palace,Man United,1,2,2.36,0.62
2025,Aston Villa,Wolves,1,0,2.98,0.45
2025,Nott'm Forest,Brighton,0,2,0.68,1.09
2025,West Ham,Liverpool,0,2,1.5,1.18
2025,Chelsea,Arsenal,1,1,2.48,4.58
2025,Bournemouth,Everton,0,1,1.63,0.89
2025,Fulham,Man City,4,5,1.63,3.1
2025,Newcastle,Tottenham,2,2,2.15,1.9
2025,Arsenal,Brentford,2,0,5.0,1.42
2025,Brighton,Aston Villa,3,4,2.45,2.02
2025,Burnley,Crystal Palace,0,1,0.53,1.65
2025,Wolves,Nott'm Forest,0,1,1.14,0.53
2025,Leeds,Chelsea,3,1,1.18,2.45
2025,Liverpool,Sunderland,1,1,1.87,1.17
2025,Man United,West Ham,1,1,2.26,1.54
2025,Aston Villa,Arsenal,2,1,2.6,3.87
2025,Bournemouth,Chelsea,0,0,0.97,2.39
2025,Everton,Nott'm Forest,3,0,1.91,1.05
2025,Man City,Sunderland,3,0,4.32,1.3
2025,Newcastle,Burnley,2,1,1.38,1.05
2025,Tottenham,Brentford,2,0,2.23,0.75
2025,Leeds,Liverpool,3,3,1.86,1.71
2025,Brighton,West Ham,1,1,2.32,0.26
2025,Fulham,Crystal Palace,1,2,1.08,1.44
2025,Wolves,Man United,1,4,0.59,2.12
2025,Chelsea,Everton,2,0,3.13,1.13
2025,Liverpool,Brighton,2,0,1.53,1.9
2025,Burnley,Fulham,2,3,0.61,1.82
2025,Arsenal,Wolves,2,1,5.0,0.89
2025,Crystal Palace,Man City,0,3,2.1,3.41
2025,Nott'm Forest,Tottenham,3,0,0.92,1.41
2025,Sunderland,Newcastle,1,0,2.04,1.44
2025,West Ham,Aston Villa,2,3,0.71,1.97
2025,Brentford,Leeds,1,1,1.65,0.3
2025,Man United,Bournemouth,4,4,2.03,0.87
2025,Newcastle,Chelsea,2,2,1.36,1.71
2025,Bournemouth,Burnley,1,1,0.89,0.28
2025,Brighton,Sunderland,0,0,1.59,2.19
2025,Man City,West Ham,3,0,4.14,0.8
2025,Wolves,Brentford,0,2,0.55,1.34
2025,Tottenham,Liverpool,1,2,1.88,1.09
2025,Everton,Arsenal,0,1,2.03,4.82
2025,Leeds,Crystal Palace,4,1,0.72,1.13
2025,Aston Villa,Man United,2,1,2.43,1.16
2025,Fulham,Nott'm Forest,1,0,1.73,0.63
