Season,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,HomeTeamxG,AwayTeamxG
2021,Brentford,Arsenal,2,0,1.62,1.67
2021,Man United,Leeds,5,1,1.91,1.25
2021,Burnley,Brighton,1,2,1.0,1.21
2021,Chelsea,Crystal Palace,3,0,4.44,1.74
2021,Everton,Southampton,3,1,0.94,1.06
2021,Leicester,Wolves,1,0,1.61,1.03
2021,Watford,Aston Villa,3,2,0.83,0.63
2021,Norwich,Liverpool,0,3,0.2,4.68
2021,Newcastle,West Ham,2,4,0.84,1.7
2021,Tottenham,Man City,1,0,2.59,4.65
2021,Liverpool,Burnley,2,0,5.0,0.79
2021,Aston Villa,Newcastle,2,0,1.65,0.46
2021,Crystal Palace,Brentford,0,0,1.64,1.2
2021,Leeds,Everton,2,2,0.49,1.01
2021,Man City,Norwich,5,0,5.0,0.27
2021,Brighton,Watford,2,0,1.4,1.24
2021,Southampton,Man United,1,1,1.08,0.98
2021,Wolves,Tottenham,0,1,1.78,1.9
2021,Arsenal,Chelsea,0,2,2.22,2.42
2021,West Ham,Leicester,4,1,1.52,1.49
2021,Man City,Arsenal,5,0,5.0,1.78
2021,Aston Villa,Brentford,1,1,1.58,1.05
2021,Brighton,Everton,0,2,1.09,0.63
2021,Newcastle,Southampton,2,2,1.04,1.24
2021,Norwich,Leicester,1,2,0.58,0.8
2021,West Ham,Crystal Palace,2,2,2.1,1.33
2021,Liverpool,Chelsea,1,1,5.0,3.32
2021,Burnley,Leeds,1,1,1.44,1.04
2021,Tottenham,Watford,1,0,2.62,0.49
2021,Wolves,Man United,0,1,1.61,1.69
2021,Crystal Palace,Tottenham,3,0,1.67,2.26
2021,Arsenal,Norwich,1,0,1.76,0.2
2021,Brentford,Brighton,0,1,1.73,1.76
2021,Leicester,Man City,0,1,1.75,5.0
2021,Man United,Newcastle,4,1,1.81,0.73
2021,Southampton,West Ham,0,0,1.21,2.13
2021,Watford,Wolves,0,2,0.73,1.74
2021,Chelsea,Aston Villa,3,0,2.97,1.59
2021,Leeds,Liverpool,0,3,0.93,4.78
2021,Everton,Burnley,3,1,1.13,0.2
2021,Newcastle,Leeds,1,1,1.12,0.84
2021,Wolves,Brentford,0,2,2.01,0.98
2021,Burnley,Arsenal,0,1,0.8,1.54
2021,Liverpool,Crystal Palace,3,0,5.0,1.58
2021,Man City,Southampton,0,0,5.0,1.05
2021,Norwich,Watford,1,3,0.5,0.94
2021,Aston Villa,Everton,3,0,1.38,0.76
2021,Brighton,Leicester,2,1,1.47,0.91
2021,West Ham,Man United,1,2,2.09,1.44
2021,Tottenham,Chelsea,0,3,2.91,3.03
2021,Chelsea,Man City,0,1,3.39,4.99
2021,Man United,Aston Villa,0,1,1.57,1.02
2021,Everton,Norwich,2,0,1.04,0.51
2021,Leeds,West Ham,1,2,1.56,1.65
2021,Leicester,Burnley,2,2,1.86,0.84
2021,Watford,Newcastle,1,1,0.2,0.95
2021,Brentford,Liverpool,3,3,1.47,5.0
2021,Southampton,Wolves,0,1,1.02,1.3
2021,Arsenal,Tottenham,3,1,2.13,1.92
2021,Crystal Palace,Brighton,1,1,2.23,1.55
2021,Man United,Everton,1,1,1.96,0.56
2021,Burnley,Norwich,0,0,1.57,0.2
2021,Chelsea,Southampton,3,1,4.09,1.63
2021,Leeds,Watford,1,0,0.55,0.4
2021,Wolves,Newcastle,2,1,1.53,0.78
2021,Brighton,Arsenal,0,0,1.07,1.74
2021,Crystal Palace,Leicester,2,2,1.46,1.58
2021,Tottenham,Aston Villa,2,1,2.59,1.84
2021,West Ham,Brentford,1,2,1.71,1.04
2021,Liverpool,Man City,2,2,5.0,4.71
2021,Watford,Liverpool,0,5,0.82,5.0
2021,Aston Villa,Wolves,2,3,1.06,1.26
2021,Leicester,Man United,4,2,1.86,1.62
2021,Man City,Burnley,2,0,5.0,0.4
2021,Norwich,Brighton,0,0,0.64,1.39
2021,Southampton,Leeds,1,0,1.17,0.84
2021,Brentford,Chelsea,0,1,1.21,3.19
2021,Everton,West Ham,0,1,1.2,1.34
2021,Newcastle,Tottenham,2,3,1.85,2.49
2021,Arsenal,Crystal Palace,2,2,1.73,1.7
2021,Arsenal,Aston Villa,3,1,1.8,1.58
2021,Chelsea,Norwich,7,0,4.29,0.2
2021,Crystal Palace,Newcastle,1,1,2.17,1.1
2021,Everton,Watford,2,5,1.39,1.26
2021,Leeds,Wolves,1,1,0.81,0.93
2021,Southampton,Burnley,2,2,0.77,0.58
2021,Brighton,Man City,1,4,1.58,5.0
2021,Brentford,Leicester,1,2,1.54,1.71
2021,West Ham,Tottenham,1,0,1.99,2.84
2021,Man United,Liverpool,0,5,1.59,5.0
2021,Leicester,Arsenal,0,2,1.99,1.42
2021,Burnley,Brentford,3,1,0.71,1.33
2021,Liverpool,Brighton,2,2,5.0,1.54
2021,Man City,Crystal Palace,0,2,5.0,1.44
2021,Newcastle,Chelsea,0,3,0.9,2.58
2021,Watford,Southampton,0,1,0.59,1.17
2021,Tottenham,Man United,0,3,2.99,0.91
2021,Norwich,Leeds,1,2,0.52,0.85
2021,Aston Villa,West Ham,1,4,1.32,1.64
2021,Wolves,Everton,2,1,1.51,0.48
2021,Southampton,Aston Villa,1,0,1.21,1.5
2021,Man United,Man City,0,2,2.07,5.0
2021,Brentford,Norwich,1,2,0.96,0.2
2021,Chelsea,Burnley,1,1,4.07,1.05
2021,Crystal Palace,Wolves,2,0,2.01,2.54
2021,Brighton,Newcastle,1,1,1.81,1.36
2021,Arsenal,Watford,1,0,2.48,0.82
2021,Everton,Tottenham,0,0,0.99,2.59
2021,Leeds,Leicester,1,1,0.63,1.34
2021,West Ham,Liverpool,3,2,1.82,4.91
2021,Leicester,Chelsea,0,3,2.58,2.46
2021,Aston Villa,Brighton,2,0,1.87,0.72
2021,Burnley,Crystal Palace,3,3,0.92,1.85
2021,Newcastle,Brentford,3,3,1.22,0.78
2021,Norwich,Southampton,2,1,0.21,1.1
2021,Watford,Man United,4,1,0.49,1.43
2021,Wolves,West Ham,1,0,1.51,1.36
2021,Liverpool,Arsenal,4,0,5.0,1.94
2021,Man City,Everton,3,0,5.0,0.94
2021,Tottenham,Leeds,2,1,2.68,1.02
2021,Arsenal,Newcastle,2,0,1.87,0.92
2021,Crystal Palace,Aston Villa,1,2,2.01,1.6
2021,Liverpool,Southampton,4,0,5.0,0.75
2021,Norwich,Wolves,0,0,0.3,0.96
2021,Brighton,Leeds,0,0,2.23,0.86
2021,Brentford,Everton,1,0,1.01,1.2
2021,Leicester,Watford,4,2,2.52,0.96
2021,Man City,West Ham,2,1,5.0,1.42
2021,Chelsea,Man United,1,1,4.33,1.1
2021,Newcastle,Norwich,1,1,1.35,0.64
2021,Leeds,Crystal Palace,1,0,0.57,1.45
2021,Southampton,Leicester,2,2,0.2,1.06
2021,Watford,Chelsea,1,2,0.66,2.67
2021,West Ham,Brighton,1,1,2.56,0.79
2021,Wolves,Burnley,0,0,1.34,0.91
2021,Aston Villa,Man City,1,2,2.13,4.64
2021,Everton,Liverpool,1,4,1.51,4.88
2021,Tottenham,Brentford,2,0,2.57,1.32
2021,Man United,Arsenal,3,2,1.76,1.51
2021,West Ham,Chelsea,3,2,2.01,2.97
2021,Newcastle,Burnley,1,0,1.24,1.1
2021,Southampton,Brighton,1,1,1.64,0.86
2021,Wolves,Liverpool,0,1,2.24,4.2
2021,Watford,Man City,1,3,0.69,5.0
2021,Leeds,Brentford,2,2,1.0,0.94
2021,Man United,Crystal Palace,1,0,1.61,1.29
2021,Tottenham,Norwich,3,0,2.7,0.67
2021,Aston Villa,Leicester,2,1,1.75,1.18
2021,Everton,Arsenal,2,1,1.41,1.82
2021,Brentford,Watford,2,1,1.73,0.82
2021,Man City,Wolves,1,0,5.0,1.0
2021,Arsenal,Southampton,3,0,2.41,1.08
2021,Chelsea,Leeds,3,2,3.88,0.76
2021,Liverpool,Aston Villa,1,0,5.0,1.09
2021,Norwich,Man United,0,1,0.65,1.28
2021,Burnley,West Ham,0,0,1.01,1.97
2021,Leicester,Newcastle,4,0,2.06,1.24
2021,Crystal Palace,Everton,3,1,2.29,0.89
2021,Norwich,Aston Villa,0,2,0.7,1.19
2021,Man City,Leeds,7,0,5.0,0.67
2021,Brighton,Wolves,0,1,1.64,1.4
2021,Crystal Palace,Southampton,2,2,1.55,1.6
2021,Arsenal,West Ham,2,0,1.79,1.16
2021,Chelsea,Everton,1,1,4.29,1.16
2021,Liverpool,Newcastle,3,1,5.0,1.18
2021,Leeds,Arsenal,1,4,0.89,1.4
2021,Newcastle,Man City,0,4,1.22,4.9
2021,Wolves,Chelsea,0,0,1.83,3.06
2021,Tottenham,Liverpool,2,2,2.62,4.77
2021,Man City,Leicester,6,3,5.0,1.22
2021,Norwich,Arsenal,0,5,0.2,1.8
2021,Tottenham,Crystal Palace,3,0,3.0,1.29
2021,West Ham,Southampton,2,3,1.82,0.95
2021,Aston Villa,Chelsea,1,3,1.12,2.62
2021,Brighton,Brentford,2,0,1.36,1.08
2021,Newcastle,Man United,1,1,1.31,1.87
2021,Crystal Palace,Norwich,3,0,2.13,0.31
2021,Southampton,Tottenham,1,1,1.08,1.98
2021,Watford,West Ham,1,4,0.74,1.49
2021,Leicester,Liverpool,1,0,1.89,4.59
2021,Chelsea,Brighton,1,1,4.07,1.83
2021,Brentford,Man City,0,1,1.41,5.0
2021,Man United,Burnley,3,1,1.93,0.73
2021,Arsenal,Man City,1,2,2.22,5.0
2021,Watford,Tottenham,0,1,0.78,2.06
2021,Crystal Palace,West Ham,2,3,1.84,1.76
2021,Brentford,Aston Villa,2,1,1.95,1.64
2021,Everton,Brighton,2,3,1.85,1.02
2021,Leeds,Burnley,3,1,1.2,0.93
2021,Chelsea,Liverpool,2,2,4.65,4.6
2021,Man United,Wolves,0,1,1.39,0.98
2021,Southampton,Brentford,4,1,0.34,0.97
2021,West Ham,Norwich,2,0,1.72,0.42
2021,Brighton,Crystal Palace,1,1,1.73,2.12
2021,Man City,Chelsea,1,0,5.0,2.91
2021,Newcastle,Watford,1,1,0.88,0.77
2021,Norwich,Everton,2,1,0.2,1.52
2021,Wolves,Southampton,3,1,1.9,0.7
2021,Aston Villa,Man United,2,2,1.03,1.82
2021,Liverpool,Brentford,3,0,5.0,1.59
2021,West Ham,Leeds,2,3,1.43,0.51
2021,Brighton,Chelsea,1,1,1.61,3.13
2021,Leicester,Tottenham,2,3,1.62,2.55
2021,Brentford,Man United,1,3,1.07,1.3
2021,Watford,Norwich,0,3,0.79,0.55
2021,Everton,Aston Villa,0,1,1.35,0.91
2021,Brentford,Wolves,1,2,0.91,1.64
2021,Leeds,Newcastle,0,1,1.01,0.7
2021,Man United,West Ham,1,0,2.23,1.63
2021,Southampton,Man City,1,1,1.5,5.0
2021,Arsenal,Burnley,0,0,2.87,1.48
2021,Crystal Palace,Liverpool,1,3,1.75,5.0
2021,Leicester,Brighton,1,1,2.0,1.77
2021,Chelsea,Tottenham,2,0,3.55,2.57
2021,Burnley,Watford,0,0,1.45,0.2
2021,Newcastle,Everton,3,1,0.78,0.2
2021,West Ham,Watford,1,0,1.89,0.85
2021,Burnley,Man United,1,1,1.61,1.38
2021,Man City,Brentford,2,0,5.0,0.67
2021,Norwich,Crystal Palace,1,1,0.2,1.45
2021,Tottenham,Southampton,2,3,3.05,0.85
2021,Aston Villa,Leeds,3,3,0.9,0.69
2021,Liverpool,Leicester,2,0,5.0,1.65
2021,Wolves,Arsenal,0,1,1.62,1.39
2021,Man United,Southampton,1,1,1.51,0.5
2021,Brentford,Crystal Palace,0,0,1.42,1.8
2021,Everton,Leeds,3,0,0.75,0.89
2021,Watford,Brighton,0,2,0.56,1.01
2021,Norwich,Man City,0,4,0.42,4.78
2021,Burnley,Liverpool,0,1,0.89,4.46
2021,Newcastle,Aston Villa,1,0,1.89,1.31
2021,Tottenham,Wolves,0,2,2.67,1.27
2021,Leicester,West Ham,2,2,1.73,1.51
2021,Man United,Brighton,2,0,1.9,1.55
2021,West Ham,Newcastle,1,1,1.8,0.76
2021,Arsenal,Brentford,2,1,2.05,0.35
2021,Aston Villa,Watford,0,1,1.09,1.07
2021,Brighton,Burnley,0,3,2.19,0.78
2021,Crystal Palace,Chelsea,0,1,2.04,3.22
2021,Liverpool,Norwich,3,1,5.0,0.76
2021,Southampton,Everton,2,0,1.04,0.55
2021,Man City,Tottenham,2,3,5.0,2.4
2021,Leeds,Man United,2,4,0.63,0.85
2021,Wolves,Leicester,2,1,1.26,1.04
2021,Burnley,Tottenham,1,0,1.67,2.64
2021,Watford,Crystal Palace,1,4,0.74,1.99
2021,Liverpool,Leeds,6,0,5.0,0.42
2021,Arsenal,Wolves,2,1,2.68,1.38
2021,Southampton,Norwich,2,0,0.72,0.3
2021,Leeds,Tottenham,0,4,0.59,1.84
2021,Brentford,Newcastle,0,2,1.77,1.63
2021,Crystal Palace,Burnley,1,1,1.34,1.06
2021,Man United,Watford,0,0,1.46,0.43
2021,Brighton,Aston Villa,0,2,1.4,1.0
2021,Everton,Man City,0,1,1.12,4.85
2021,West Ham,Wolves,1,0,2.08,1.18
2021,Burnley,Leicester,0,2,1.0,1.1
2021,Leicester,Leeds,1,0,1.57,0.98
2021,Aston Villa,Southampton,4,0,1.8,0.52
2021,Burnley,Chelsea,0,4,1.12,3.37
2021,Newcastle,Brighton,2,1,0.61,1.48
2021,Norwich,Brentford,1,3,0.23,1.36
2021,Wolves,Crystal Palace,0,2,1.22,0.84
2021,Liverpool,West Ham,1,0,5.0,1.61
2021,Watford,Arsenal,2,3,0.84,1.4
2021,Man City,Man United,4,1,5.0,0.77
2021,Tottenham,Everton,5,0,2.89,0.46
2021,Norwich,Chelsea,1,3,0.23,3.13
2021,Southampton,Newcastle,1,2,0.78,0.82
2021,Wolves,Watford,4,0,1.84,0.39
2021,Leeds,Aston Villa,0,3,1.19,0.9
2021,Brighton,Liverpool,0,2,1.8,5.0
2021,Brentford,Burnley,2,0,0.58,0.59
2021,Man United,Tottenham,3,2,1.89,2.26
2021,Chelsea,Newcastle,1,0,4.02,0.75
2021,Everton,Wolves,0,1,1.13,1.14
2021,Leeds,Norwich,2,1,1.31,0.46
2021,Southampton,Watford,1,2,1.2,0.45
2021,West Ham,Aston Villa,2,1,1.81,1.15
2021,Arsenal,Leicester,2,0,2.28,1.27
2021,Crystal Palace,Man City,0,0,1.94,5.0
2021,Brighton,Tottenham,0,2,1.92,2.21
2021,Arsenal,Liverpool,0,2,2.56,4.74
2021,Everton,Newcastle,1,0,0.39,0.61
2021,Wolves,Leeds,2,3,0.84,0.59
2021,Aston Villa,Arsenal,0,1,1.63,2.3
2021,Leicester,Brentford,2,1,1.89,1.08
2021,Tottenham,West Ham,3,1,3.2,0.81
2021,Liverpool,Watford,2,0,5.0,0.87
2021,Brighton,Norwich,0,0,1.09,0.77
2021,Burnley,Man City,0,2,1.2,5.0
2021,Chelsea,Brentford,1,4,4.11,1.95
2021,Leeds,Southampton,1,1,0.96,0.95
2021,Wolves,Aston Villa,2,1,1.33,1.0
2021,Man United,Leicester,1,1,1.98,1.12
2021,West Ham,Everton,2,1,2.01,0.71
2021,Tottenham,Newcastle,5,1,3.08,1.07
2021,Crystal Palace,Arsenal,3,0,2.2,1.54
2021,Burnley,Everton,3,2,0.99,0.54
2021,Newcastle,Wolves,1,0,1.04,1.33
2021,Everton,Man United,1,0,1.36,1.03
2021,Arsenal,Brighton,1,2,2.45,1.76
2021,Southampton,Chelsea,0,6,1.23,3.77
2021,Watford,Leeds,0,3,0.47,0.28
2021,Aston Villa,Tottenham,0,4,1.0,2.85
2021,Brentford,West Ham,2,0,1.68,1.57
2021,Leicester,Crystal Palace,2,1,1.87,1.07
2021,Norwich,Burnley,2,0,1.32,0.91
2021,Man City,Liverpool,2,2,5.0,5.0
2021,Tottenham,Brighton,0,1,3.08,1.37
2021,Man United,Norwich,3,2,1.41,0.53
2021,Southampton,Arsenal,1,0,1.74,2.19
2021,Watford,Brentford,1,2,1.3,0.98
2021,Newcastle,Leicester,2,1,0.85,1.37
2021,West Ham,Burnley,1,1,2.0,1.25
2021,Liverpool,Man United,4,0,5.0,1.89
2021,Chelsea,Arsenal,2,4,3.83,1.57
2021,Everton,Leicester,1,1,0.75,0.84
2021,Newcastle,Crystal Palace,1,0,1.49,1.49
2021,Man City,Brighton,3,0,5.0,0.84
2021,Burnley,Southampton,2,0,0.97,1.45
2021,Arsenal,Man United,3,1,2.05,0.82
2021,Leicester,Aston Villa,0,0,1.69,1.2
2021,Man City,Watford,5,1,5.0,0.58
2021,Norwich,Newcastle,0,3,0.38,1.2
2021,Brentford,Tottenham,0,0,2.09,2.72
2021,Brighton,Southampton,2,2,1.52,0.48
2021,Burnley,Wolves,1,0,1.98,1.21
2021,Chelsea,West Ham,1,0,3.89,1.58
2021,Liverpool,Everton,2,0,5.0,0.83
2021,Crystal Palace,Leeds,0,0,1.63,0.53
2021,Man United,Chelsea,1,1,1.68,2.92
2021,Newcastle,Liverpool,0,1,0.95,4.92
2021,Aston Villa,Norwich,2,0,1.54,0.9
2021,Southampton,Crystal Palace,1,2,0.2,1.85
2021,Watford,Burnley,1,2,1.18,0.2
2021,Wolves,Brighton,0,3,1.37,1.16
2021,Leeds,Man City,0,4,0.4,4.87
2021,Everton,Chelsea,1,0,0.71,3.72
2021,Tottenham,Leicester,3,1,3.24,1.86
2021,West Ham,Arsenal,1,2,2.24,1.32
2021,Man United,Brentford,3,0,1.5,1.33
2021,Brentford,Southampton,3,0,1.02,1.12
2021,Burnley,Aston Villa,1,3,1.0,1.17
2021,Chelsea,Wolves,2,2,4.14,1.35
2021,Crystal Palace,Watford,1,0,1.71,1.0
2021,Brighton,Man United,4,0,1.23,1.57
2021,Liverpool,Tottenham,1,1,5.0,2.22
2021,Arsenal,Leeds,2,1,2.26,0.28
2021,Leicester,Everton,1,2,2.1,0.81
2021,Norwich,West Ham,0,4,0.28,1.96
2021,Man City,Newcastle,5,0,5.0,0.47
2021,Aston Villa,Liverpool,1,2,1.08,5.0
2021,Leeds,Chelsea,0,3,0.45,3.72
2021,Leicester,Norwich,3,0,1.04,0.96
2021,Watford,Everton,0,0,0.82,0.85
2021,Wolves,Man City,1,5,1.3,5.0
2021,Tottenham,Arsenal,3,0,2.9,2.1
2021,Tottenham,Burnley,1,0,2.95,0.92
2021,Aston Villa,Crystal Palace,1,1,1.5,1.45
2021,Leeds,Brighton,1,1,1.0,0.69
2021,Watford,Leicester,1,5,0.27,1.68
2021,West Ham,Man City,2,2,2.05,5.0
2021,Wolves,Norwich,1,1,1.5,0.49
2021,Everton,Brentford,2,3,0.91,0.88
2021,Newcastle,Arsenal,2,0,1.27,1.37
2021,Southampton,Liverpool,1,2,1.23,4.28
2021,Everton,Crystal Palace,3,2,1.46,1.63
2021,Aston Villa,Burnley,1,1,1.71,1.21
2021,Chelsea,Leicester,1,1,4.47,1.77
2021,Arsenal,Everton,5,1,1.5,0.43
2021,Brentford,Leeds,1,2,1.23,0.73
2021,Brighton,West Ham,3,1,1.79,1.33
2021,Burnley,Newcastle,1,2,1.15,0.69
2021,Chelsea,Watford,2,1,3.67,0.2
2021,Crystal Palace,Man United,1,0,1.51,0.88
2021,Leicester,Southampton,4,1,1.43,1.24
2021,Liverpool,Wolves,3,1,5.0,2.11
2021,Man City,Aston Villa,3,2,5.0,1.36
2021,Norwich,Tottenham,0,5,0.2,2.57
2022,Crystal Palace,Arsenal,0,2,1.18,2.81
2022,Fulham,Liverpool,2,2,2.65,2.12
2022,Bournemouth,Aston Villa,2,0,1.28,1.25
2022,Leeds,Wolves,2,1,1.03,1.34
2022,Newcastle,Nott'm Forest,2,0,3.26,1.39
2022,Tottenham,Southampton,4,1,2.12,0.47
2022,Everton,Chelsea,0,1,1.23,1.43
2022,Leicester,Brentford,2,2,1.48,1.15
2022,Man United,Brighton,1,2,2.02,1.75
2022,West Ham,Man City,0,2,1.26,4.06
2022,Aston Villa,Everton,2,1,1.93,0.34
2022,Arsenal,Leicester,4,2,3.59,1.23
2022,Brighton,Newcastle,0,0,2.49,3.16
2022,Man City,Bournemouth,4,0,5.0,0.86
2022,Southampton,Leeds,2,2,0.81,0.25
2022,Wolves,Fulham,0,0,1.05,1.47
2022,Brentford,Man United,4,0,2.22,1.37
2022,Nott'm Forest,West Ham,1,0,0.56,1.4
2022,Chelsea,Tottenham,2,2,1.35,1.74
2022,Liverpool,Crystal Palace,1,1,2.7,1.11
2022,Tottenham,Wolves,1,0,2.2,0.54
2022,Crystal Palace,Aston Villa,3,1,1.41,1.33
2022,Everton,Nott'm Forest,1,1,0.85,0.65
2022,Fulham,Brentford,3,2,1.83,1.53
2022,Leicester,Southampton,1,2,1.71,0.35
2022,Bournemouth,Arsenal,0,3,0.81,2.61
2022,Leeds,Chelsea,3,0,1.54,1.16
2022,West Ham,Brighton,0,2,1.65,1.31
2022,Newcastle,Man City,3,3,3.57,4.16
2022,Man United,Liverpool,2,1,2.3,2.53
2022,Southampton,Man United,0,1,0.65,2.31
2022,Brentford,Everton,1,1,2.93,0.68
2022,Brighton,Leeds,1,0,2.14,1.34
2022,Chelsea,Leicester,2,1,1.92,0.83
2022,Liverpool,Bournemouth,9,0,2.55,0.6
2022,Man City,Crystal Palace,4,2,4.34,0.78
2022,Arsenal,Fulham,2,1,3.1,1.13
2022,Aston Villa,West Ham,0,1,1.86,1.11
2022,Wolves,Newcastle,1,1,1.44,2.43
2022,Nott'm Forest,Tottenham,0,2,1.29,1.43
2022,Crystal Palace,Brentford,1,1,1.36,1.94
2022,Fulham,Brighton,2,1,1.36,1.97
2022,Southampton,Chelsea,2,1,0.89,1.26
2022,Leeds,Everton,1,1,1.14,1.66
2022,Arsenal,Aston Villa,2,1,3.23,1.31
2022,Bournemouth,Wolves,0,0,0.66,0.53
2022,Man City,Nott'm Forest,6,0,4.58,1.17
2022,West Ham,Tottenham,1,1,1.79,1.3
2022,Liverpool,Newcastle,2,1,2.4,2.95
2022,Leicester,Man United,0,1,1.07,2.04
2022,Everton,Liverpool,0,0,1.08,1.62
2022,Brentford,Leeds,5,2,2.67,1.46
2022,Chelsea,West Ham,2,1,1.15,0.9
2022,Newcastle,Crystal Palace,0,0,3.58,1.22
2022,Nott'm Forest,Bournemouth,2,3,1.17,1.41
2022,Tottenham,Fulham,2,1,1.81,1.12
2022,Wolves,Southampton,1,0,0.42,0.41
2022,Aston Villa,Man City,1,1,1.86,4.47
2022,Brighton,Leicester,5,2,2.11,1.09
2022,Man United,Arsenal,3,1,2.27,3.18
2022,Aston Villa,Southampton,1,0,2.76,0.48
2022,Nott'm Forest,Fulham,2,3,0.77,1.77
2022,Wolves,Man City,0,3,1.14,4.49
2022,Newcastle,Bournemouth,1,1,3.68,0.58
2022,Tottenham,Leicester,6,2,2.08,1.4
2022,Brentford,Arsenal,0,3,2.41,2.94
2022,Everton,West Ham,1,0,1.38,1.44
2022,Arsenal,Tottenham,3,1,3.94,1.73
2022,Bournemouth,Brentford,0,0,0.82,1.75
2022,Crystal Palace,Chelsea,1,2,1.8,0.81
2022,Fulham,Newcastle,1,4,1.88,2.64
2022,Liverpool,Brighton,3,3,2.7,2.28
2022,Southampton,Everton,1,2,0.9,0.82
2022,West Ham,Wolves,2,0,0.81,0.98
2022,Man City,Man United,6,3,5.0,2.58
2022,Leeds,Aston Villa,0,0,0.93,1.57
2022,Leicester,Nott'm Forest,4,0,1.35,1.31
2022,Bournemouth,Leicester,2,1,0.85,1.11
2022,Chelsea,Wolves,3,0,1.58,0.79
2022,Man City,Southampton,4,0,4.65,0.73
2022,Newcastle,Brentford,5,1,3.85,1.34
2022,Brighton,Tottenham,0,1,2.34,1.25
2022,Crystal Palace,Leeds,2,1,1.8,0.3
2022,West Ham,Fulham,3,1,1.09,1.53
2022,Arsenal,Liverpool,3,2,4.0,2.13
2022,Everton,Man United,1,2,0.81,2.48
2022,Nott'm Forest,Aston Villa,1,1,0.44,0.73
2022,Brentford,Brighton,2,0,2.28,1.66
2022,Leicester,Crystal Palace,0,0,0.91,1.35
2022,Fulham,Bournemouth,2,2,1.84,0.51
2022,Wolves,Nott'm Forest,1,0,0.45,1.06
2022,Tottenham,Everton,2,0,2.1,0.77
2022,Aston Villa,Chelsea,0,2,2.52,0.72
2022,Leeds,Arsenal,0,1,0.5,2.52
2022,Man United,Newcastle,0,0,2.26,2.87
2022,Southampton,West Ham,1,1,0.75,1.15
2022,Liverpool,Man City,1,0,2.25,4.35
2022,Brighton,Nott'm Forest,0,0,2.26,1.15
2022,Crystal Palace,Wolves,2,1,1.5,0.88
2022,Bournemouth,Southampton,0,1,1.08,0.82
2022,Brentford,Chelsea,0,0,2.35,1.56
2022,Liverpool,West Ham,1,0,2.76,1.28
2022,Newcastle,Everton,1,0,3.45,1.31
2022,Man United,Tottenham,2,0,2.04,2.13
2022,Fulham,Aston Villa,3,0,1.74,1.0
2022,Leicester,Leeds,2,0,1.31,0.59
2022,Nott'm Forest,Liverpool,1,0,1.24,1.93
2022,Everton,Crystal Palace,3,0,0.85,0.44
2022,Man City,Brighton,3,1,4.65,0.99
2022,Chelsea,Man United,1,1,0.81,2.09
2022,Aston Villa,Brentford,4,0,2.15,1.85
2022,Leeds,Fulham,2,3,0.7,1.38
2022,Southampton,Arsenal,1,1,0.83,2.36
2022,Wolves,Leicester,0,4,1.43,1.32
2022,Tottenham,Newcastle,1,2,1.8,2.79
2022,West Ham,Bournemouth,2,0,1.36,0.2
2022,Leicester,Man City,0,1,1.18,3.61
2022,Bournemouth,Tottenham,2,3,0.53,1.4
2022,Brentford,Wolves,1,1,2.76,0.95
2022,Brighton,Chelsea,4,1,2.09,1.29
2022,Crystal Palace,Southampton,1,0,1.87,0.99
2022,Newcastle,Aston Villa,4,0,3.5,1.27
2022,Fulham,Everton,0,0,2.0,0.94
2022,Liverpool,Leeds,1,2,3.01,1.05
2022,Arsenal,Nott'm Forest,5,0,3.82,0.57
2022,Man United,West Ham,1,0,2.74,1.1
2022,Leeds,Bournemouth,4,3,1.76,0.46
2022,Man City,Fulham,2,1,5.0,1.47
2022,Nott'm Forest,Brentford,2,2,0.72,1.53
2022,Wolves,Brighton,2,3,0.79,1.98
2022,Everton,Leicester,0,2,1.19,0.81
2022,Chelsea,Arsenal,0,1,1.36,3.51
2022,Aston Villa,Man United,3,1,2.48,1.97
2022,Southampton,Newcastle,1,4,0.85,2.82
2022,West Ham,Crystal Palace,1,2,1.5,0.74
2022,Tottenham,Liverpool,1,2,1.78,1.57
2022,Man City,Brentford,1,2,4.95,1.93
2022,Bournemouth,Everton,3,0,0.71,1.36
2022,Liverpool,Southampton,3,1,2.26,0.2
2022,Nott'm Forest,Crystal Palace,1,0,1.02,1.47
2022,Tottenham,Leeds,4,3,2.46,0.67
2022,West Ham,Leicester,0,2,1.67,1.0
2022,Newcastle,Chelsea,1,0,3.42,1.4
2022,Wolves,Arsenal,0,2,1.13,2.21
2022,Brighton,Aston Villa,1,2,2.81,1.98
2022,Fulham,Man United,1,2,1.53,1.96
2022,Brentford,Tottenham,2,2,2.3,1.59
2022,Crystal Palace,Fulham,0,3,1.18,1.17
2022,Everton,Wolves,1,2,1.0,1.13
2022,Leicester,Newcastle,0,3,1.46,2.65
2022,Southampton,Brighton,1,3,1.1,0.84
2022,Aston Villa,Liverpool,1,3,2.27,1.55
2022,Arsenal,West Ham,3,1,3.33,0.64
2022,Chelsea,Bournemouth,2,0,0.91,1.11
2022,Man United,Nott'm Forest,3,0,2.11,0.88
2022,Leeds,Man City,1,3,1.02,4.01
2022,West Ham,Brentford,0,2,1.32,1.25
2022,Liverpool,Leicester,2,1,3.04,0.84
2022,Wolves,Man United,0,1,0.36,1.67
2022,Bournemouth,Crystal Palace,0,2,1.4,1.4
